project name,version,date,lines of code,complexity,comment lines density%,duplicated lines density%,issues,complexity/file,complexity/function,comment lines,duplicated blocks,blocker issues,critical issues,major issues,minor issues,directories,functions,statements,SQALE rating,technical debt,technical debt ratio
brackets,release-0.43,02 Sep 2014,251014,79325,19.2%,49.4%,44962,117.3,8.3,59662,4713,0,3,39069,5078,168,25700,139102,A,884d,5.6%
underscore,1.4.1,01 Oct 2012,2240,1173,10.9%,0.0%,910,117.3,4.6,273,0,0,0,895,15,2,592,2334,B,23d,16.9%
underscore,1.3.0,11 Jan 2012,1870,1059,12.0%,0.0%,853,96.3,4.7,254,0,0,0,836,17,2,525,2093,C,23d,20.5%
source-map,0.3.0,10 Feb 2015,4297,737,15.1%,5.7%,286,24.6,5.0,765,18,6,1,273,5,6,308,2274,A,12d,4.7%
ember.js,v1.2.0,22 Nov 2013,47268,11479,22.3%,5.7%,2308,25.7,2.3,13583,263,0,0,1996,281,88,7458,30013,A,68d,2.3%
source-map,0.2.0,26 Jan 2015,4254,725,15.1%,5.8%,278,24.2,5.0,757,18,6,1,265,5,6,302,2246,A,12d,4.6%
brackets,sprint-29,09 Aug 2013,212092,72176,19.1%,58.2%,39093,132.9,8.7,50192,4626,0,3,33728,4604,129,21806,120620,A,843d,6.4%
ember.js,v1.2.0-beta.3,01 Nov 2013,47059,11436,22.3%,5.7%,2300,25.6,2.3,13520,263,0,0,1990,279,88,7422,29895,A,68d,2.3%
bootstrap,v1.0.0,18 Aug 2011,0,0,0,0,0,0,A,0,0.0%
bootstrap,v3.3.1,12 Nov 2014,6651,2326,5.0%,58.9%,4865,75.0,5.3,349,72,0,0,4764,49,5,956,4492,C,112d,26.9%
bower,v1.0.0-rc.1,18 Jul 2013,9095,2135,8.4%,11.6%,154,32.8,3.7,829,112,0,7,95,21,14,1438,5392,A,2d 4h,0.4%
coffeescript,0.7.0,28 Jun 2010,5091,3209,0.7%,1.1%,1214,59.4,9.1,37,2,0,0,1164,50,3,976,6331,B,35d,11.2%
underscore,1.2.4,04 Jan 2012,1874,1065,12.0%,0.0%,855,96.8,4.7,255,0,0,0,838,17,2,527,2097,C,24d,20.5%
npm,v1.0.1rc1,29 Mar 2011,6995,3302,9.5%,0.0%,5451,36.3,6.7,731,0,0,56,5366,25,8,889,4625,C,122d,28.1%
ember.js,sc-v2.0.beta.1,17 Jun 2011,28582,9743,25.9%,6.2%,9080,31.7,4.1,10006,173,0,1,8469,586,67,3879,21402,A,162d,9.1%
ember.js,v1.4.0-beta.4,30 Jan 2014,50258,12105,23.2%,5.9%,2461,26.4,2.3,15166,288,0,0,2120,297,90,7808,31717,A,74d,2.4%
ember.js,v1.5.0-beta.2,23 Feb 2014,51532,12376,23.1%,5.8%,2488,26.6,2.3,15456,286,0,0,2144,301,90,7989,32458,A,74d,2.3%
request,v2.53.0,02 Feb 2015,6961,1499,4.2%,5.6%,3386,25.4,2.7,305,22,0,0,3305,19,5,837,3565,B,75d,17.3%
underscore,1.3.3,10 Apr 2012,2024,1139,11.9%,0.0%,876,103.5,4.7,273,0,0,0,859,17,2,558,2277,B,24d,19.1%
npm,v1.3.7,02 Aug 2013,7639,3346,9.2%,0.0%,5482,39.4,6.5,772,0,0,19,5433,28,20,995,4893,C,121d,25.4%
less.js,v1.4.1,05 Jul 2013,70163,51049,11.9%,94.4%,31331,510.5,10.1,9510,5110,0,0,29820,1479,7,14070,57361,B,839d,19.1%
npm,v1.0.94,05 Oct 2011,8360,3983,9.9%,0.0%,6335,43.3,6.9,918,0,0,57,6244,27,10,1084,5411,C,137d,26.4%
ember.js,v1.3.2,07 Feb 2014,48875,11842,23.3%,6.0%,2412,26.2,2.3,14820,283,0,0,2086,286,89,7704,30958,A,71d,2.4%
npm,v1.2.29,12 Jun 2013,7398,3285,9.3%,0.0%,5347,40.1,6.7,758,0,0,20,5299,26,20,966,4755,C,117d,25.5%
npm,v1.0.0rc9,28 Mar 2011,6988,3297,9.5%,0.0%,5452,36.2,6.7,731,0,0,56,5367,25,8,888,4623,C,122d,28.1%
less.js,v1.5.0-b1,03 Sep 2013,80837,58928,11.6%,94.7%,36015,526.1,10.2,10594,6094,0,1,34271,1700,7,16220,66652,B,958d,19.0%
ember.js,v1.1.0-beta.2,27 Sep 2013,44137,10722,23.1%,5.5%,2160,24.6,2.3,13240,243,0,0,1860,268,87,6962,28073,A,62d,2.3%
npm,v0.1.20,19 Jul 2010,2880,1252,8.4%,0.0%,2168,24.1,6.6,265,0,0,47,2101,11,6,359,1841,C,52d,28.9%
brackets,sprint-19,19 Jan 2013,189670,67281,18.8%,67.2%,33178,159.4,9.3,43818,4769,1,3,28345,4200,82,18675,108108,A,798d,6.7%
npm,v0.2.15,17 Jan 2011,7068,3108,7.7%,0.0%,5208,33.8,6.2,590,0,0,76,5083,31,10,932,4438,C,113d,25.7%
bootstrap,v1.1.1,26 Aug 2011,0,0,0,0,0,0,A,0,0.0%
ember.js,v1.1.0-beta.4,11 Oct 2013,44796,10869,23.0%,5.5%,2224,25.0,2.3,13370,245,0,0,1923,270,87,7068,28467,A,65d,2.3%
brackets,splitview-pre-tree,13 Oct 2014,259874,81262,19.2%,47.9%,45722,116.6,8.1,61812,4796,0,3,39768,5118,171,27082,144376,A,873d,5.4%
q,v0.9.3,14 Apr 2013,6123,2247,14.7%,10.8%,631,124.8,3.5,1055,40,0,1,591,27,5,1396,4147,A,17d,4.6%
underscore,1.4.2,06 Oct 2012,2274,1216,10.7%,0.0%,940,121.6,4.7,273,0,0,0,925,15,2,598,2384,B,24d,17.2%
brackets,release-0.44-beta1,30 Sep 2014,259701,81212,19.2%,48.0%,45696,116.5,8.1,61746,4793,0,3,39744,5117,171,27057,144291,A,873d,5.4%
ember.js,v0.9.3,19 Dec 2011,26398,8068,20.3%,4.9%,3946,32.5,4.3,6707,112,0,0,3514,407,61,3376,16775,A,85d,5.2%
bootstrap,v3.3.2,19 Jan 2015,6834,2337,5.0%,58.3%,4881,73.0,5.2,358,76,0,0,4777,49,5,980,4532,C,112d,26.3%
npm,v1.2.12,19 Feb 2013,7370,3329,9.6%,0.0%,5372,38.7,6.8,786,0,0,22,5325,22,20,953,4755,C,118d,25.7%
mocha,0.14.1,06 Mar 2012,4848,1386,20.4%,71.6%,931,19.5,4.0,1243,67,0,0,882,45,11,886,3061,A,25d,8.5%
npm,v1.1.67,29 Nov 2012,6930,3104,9.3%,0.0%,4992,38.3,6.7,712,0,0,23,4947,19,18,903,4417,C,110d,25.4%
less.js,v1.4.0,05 Jun 2013,65616,47450,12.1%,94.1%,28886,484.2,10.0,8994,4859,0,0,27494,1364,7,13073,53244,B,776d,18.9%
ember.js,v1.5.0,30 Mar 2014,51807,12446,23.1%,5.7%,2502,26.6,2.3,15595,286,0,0,2161,298,91,8036,32656,A,75d,2.3%
ember.js,v1.6.0-beta.4,15 May 2014,54931,12649,22.5%,5.5%,2602,27.2,2.3,15979,281,0,0,2169,349,91,8163,33217,A,78d,2.3%
ember.js,v0.9.7,18 Apr 2012,43610,13608,24.0%,39.0%,4203,46.6,5.0,13804,331,0,1,3460,705,63,5328,27333,A,145d,5.3%
less.js,v1.5.0-b3,17 Sep 2013,81250,58998,11.6%,94.5%,36134,487.6,10.0,10649,6029,0,1,34374,1715,8,16240,66542,B,959d,18.9%
source-map,0.4.1,02 Mar 2015,4485,757,15.0%,6.2%,283,24.4,4.8,791,20,6,1,268,7,7,322,2362,A,12d,4.5%
underscore,1.3.1,23 Jan 2012,1878,1062,12.0%,0.0%,852,96.5,4.6,257,0,0,0,835,17,2,530,2104,C,23d,20.4%
brackets,0.30.0-8785,20 Aug 2013,213146,72434,19.2%,57.9%,39170,132.9,8.7,50509,4628,0,3,33750,4653,129,21956,121230,A,844d,6.3%
underscore,1.2.1,24 Oct 2011,1771,1037,12.3%,0.0%,813,94.3,4.7,248,0,0,0,802,11,2,501,2013,B,21d,19.7%
npm,v1.3.16,11 Dec 2013,8540,3610,8.5%,0.6%,6017,34.4,6.3,789,2,0,21,5965,28,24,1128,5415,C,133d,25.0%
request,v2.38.0,22 Jul 2014,3952,1093,5.5%,8.5%,2044,22.3,4.2,228,22,3,0,2011,29,4,404,2492,B,48d,19.4%
node-mysql,v0.6.0,28 Sep 2010,3077,563,2.5%,0.0%,335,25.6,3.4,79,0,1,0,319,13,7,256,2366,B,20d,10.8%
npm,v1.1.7,13 Mar 2012,9295,4333,9.9%,0.0%,6821,46.1,6.9,1023,0,0,55,6732,28,13,1176,5911,C,149d,25.7%
brackets,linux-cef-2171,21 Jan 2015,266434,82796,19.3%,47.2%,47107,116.1,8.1,63872,4798,2,3,40999,5219,179,27817,148116,A,884d,5.3%
node-mysql,v0.8.0,30 Oct 2010,3567,693,2.9%,0.0%,425,19.8,3.3,107,0,1,0,408,14,8,347,2720,B,24d,11.0%
npm,v1.2.20,10 May 2013,7285,3252,9.4%,0.0%,5279,40.1,6.8,753,0,0,20,5234,23,20,952,4684,C,116d,25.5%
bower,v1.3.5,06 Jun 2014,12604,3023,8.9%,20.0%,242,38.8,3.8,1229,218,2,10,155,42,13,1937,7246,A,4d 7h,0.6%
brackets,sprint-7,25 Apr 2012,19432,5410,25.6%,35.7%,6051,40.7,4.9,6678,41,0,0,5612,221,41,3258,12704,A,70d,5.8%
npm,v0.2.3-5,05 Oct 2010,4489,1928,8.1%,0.0%,3326,29.2,5.9,398,0,0,51,3243,15,6,628,2851,C,71d,25.4%
ember.js,v1.9.0-beta.1,05 Nov 2014,61799,13706,20.3%,6.3%,2500,25.9,2.2,15754,348,5,0,2040,394,101,8901,37419,A,76d,2.0%
ember.js,v1.11.0-beta.2,15 Feb 2015,65344,13852,18.4%,7.1%,1895,22.2,2.1,14691,393,0,0,1491,342,115,9301,38785,A,58d,1.4%
mocha,0.14.0,01 Mar 2012,4738,4132,20.5%,69.1%,3198,58.2,7.4,1219,71,0,0,3107,85,11,1403,5079,C,82d,28.0%
q,v0.9.4,22 May 2013,6268,2304,14.6%,10.6%,610,128.0,3.5,1075,40,0,1,570,27,5,1420,4241,A,16d,4.2%
npm,v0.2.14-6,11 Jan 2011,7043,3093,7.7%,0.0%,5173,34.0,6.3,591,0,0,76,5048,30,9,930,4413,C,112d,25.6%
npm,v0.1.19,06 Jul 2010,2776,1204,8.8%,0.0%,2133,24.1,6.8,268,0,0,45,2069,10,6,339,1805,C,51d,29.7%
npm,v2.1.11,27 Nov 2014,16594,5330,5.5%,8.9%,10795,23.2,5.1,964,96,0,18,10732,40,36,2097,10219,C,234d,22.7%
coffeescript,1.2.0,18 Dec 2011,5681,4347,0.7%,0.0%,2712,80.5,17.5,40,0,0,0,2657,55,3,1009,6138,B,61d,17.3%
bower,v0.2.0,25 Sep 2012,1206,437,8.9%,0.0%,175,16.2,3.8,118,0,0,0,174,1,9,217,891,A,5d,6.7%
ember.js,v1.3.0-beta.4,27 Dec 2013,48186,11713,22.7%,6.0%,2352,26.0,2.3,14122,279,0,0,2033,285,89,7625,30560,A,70d,2.3%
npm,v1.4.19,01 Jul 2014,10873,4114,6.8%,4.8%,7430,26.2,5.6,799,47,1,20,7367,39,31,1437,6900,C,163d,24.0%
coffeescript,1.1.3,08 Nov 2011,5493,4223,0.7%,0.0%,2629,78.2,15.7,40,0,0,0,2575,54,3,984,5972,B,59d,17.4%
bower,v0.8.2,26 Feb 2013,4185,1529,10.5%,5.8%,648,28.3,4.8,492,17,0,0,624,18,15,719,3074,B,26d,10.1%
mocha,0.0.1-alpha1,08 Nov 2011,1185,309,19.3%,0.0%,237,8.8,2.7,284,0,0,0,233,2,6,226,703,A,5d 7h,8.1%
coffeescript,1.3.0,10 Apr 2012,6471,4518,0.9%,0.0%,2319,83.7,17.8,59,0,0,0,2280,39,3,1031,6445,B,52d,13.0%
bower,v0.3.0,22 Oct 2012,1672,638,10.0%,1.4%,244,19.3,4.3,185,2,0,0,237,6,10,302,1275,A,6d 5h,6.4%
npm,v1.0.4,03 May 2011,7618,3640,9.5%,0.3%,5897,40.0,6.8,803,2,0,57,5811,26,8,987,5022,C,129d,27.1%
npm,v1.4.0,12 Feb 2014,8975,3701,8.2%,0.2%,6288,33.0,6.1,797,2,0,20,6235,30,23,1195,5695,C,138d,24.7%
npm,v1.4.12,23 May 2014,10802,4123,6.9%,5.4%,7421,26.9,5.7,802,49,1,20,7356,41,31,1435,6836,C,163d,24.3%
mocha,0.3.6,09 Dec 2011,3195,862,20.2%,68.1%,653,15.7,3.2,807,49,0,0,618,31,10,607,2006,A,15d,8.0%
bower,v1.2.4,23 Aug 2013,10308,2506,9.2%,12.7%,185,35.3,3.9,1045,149,1,8,114,31,13,1576,6062,A,3d 3h,0.5%
bootstrap,v1.4.0,03 Nov 2011,1088,300,10.0%,9.1%,657,18.8,4.1,121,5,0,0,641,8,2,157,632,C,16d,24.2%
bootstrap,v2.0.0,31 Jan 2012,1564,464,11.3%,0.0%,1080,20.2,4.4,199,0,0,0,1050,18,2,237,914,C,26d,27.6%
mocha,1.4.0,22 Aug 2012,6032,1732,20.4%,75.1%,1231,21.9,4.2,1547,77,0,0,1177,48,13,1063,3943,A,34d,9.2%
npm,v1.0.23,07 Aug 2011,7814,3754,10.4%,0.0%,6019,43.7,7.0,910,0,0,54,5937,22,9,1028,5101,C,131d,26.9%
request,v2.54.0,24 Mar 2015,7839,1713,4.1%,5.8%,3889,25.6,2.7,333,26,0,0,3798,20,5,958,4086,B,87d,17.8%
ember.js,v0.9,12 Dec 2011,26100,8006,20.3%,4.8%,3987,33.5,4.3,6662,109,0,0,3552,411,60,3316,16595,A,85d,5.3%
mocha,1.0.0,24 Mar 2012,5233,1495,20.6%,72.5%,1019,19.7,4.1,1354,71,0,0,968,47,13,943,3349,A,27d,8.5%
npm,v1.1.69,12 Dec 2012,6957,3113,9.3%,0.0%,5012,38.0,6.7,714,0,0,22,4968,19,19,904,4439,C,110d,25.4%
mocha,1.7.4,06 Dec 2012,6478,1940,20.5%,75.9%,1379,24.0,4.4,1675,79,0,0,1326,49,13,1126,4283,A,40d,9.9%
ember.js,v1.0.0-rc.2,29 Mar 2013,45713,12463,21.8%,5.8%,2478,30.4,3.2,12729,239,0,0,2098,364,87,6626,28164,A,87d,3.1%
ember.js,v0.9.2,16 Dec 2011,26279,8050,20.3%,4.8%,3948,33.1,4.3,6707,109,0,0,3516,407,60,3358,16715,A,85d,5.2%
request,v2.39.0,23 Jul 2014,3952,1093,5.5%,8.5%,2044,22.3,4.2,228,22,3,0,2011,29,4,404,2492,B,48d,19.4%
bootstrap,v1.3.0,16 Sep 2011,886,261,10.6%,10.3%,530,18.6,4.4,105,5,0,0,523,7,2,130,510,C,13d,24.1%
bower,v1.3.12,28 Sep 2014,13388,3163,8.6%,18.9%,282,36.4,3.8,1257,220,4,32,171,40,15,2050,7579,A,5d 5h,0.7%
mocha,1.3.1,01 Aug 2012,5950,1718,20.4%,75.1%,1220,21.7,4.2,1527,83,0,0,1168,48,13,1051,3879,A,34d,9.3%
npm,v0.3.8,24 Feb 2011,7153,3180,7.1%,0.0%,5362,34.2,6.4,544,0,0,82,5244,22,11,942,4565,C,119d,26.8%
q,v0.9.5,10 Jun 2013,6332,2392,14.6%,10.5%,725,125.9,3.6,1082,40,0,1,682,28,5,1455,4219,A,18d,4.6%
npm,v1.1.70,21 Dec 2012,6957,3113,9.3%,0.0%,5012,38.0,6.7,714,0,0,22,4968,19,19,904,4439,C,110d,25.4%
bower,v0.8.4,01 Mar 2013,4229,1538,10.4%,6.2%,647,28.5,4.8,489,19,0,0,623,18,15,726,3102,B,26d,10.0%
npm,v1.0.24,10 Aug 2011,7812,3753,10.4%,0.0%,6021,43.6,7.0,911,0,0,54,5939,22,9,1028,5100,C,131d,26.9%
mocha,1.13.0,15 Sep 2013,7130,2176,20.0%,73.7%,1344,23.9,4.6,1783,91,0,0,1284,56,18,1217,4719,A,41d,9.2%
bower,v1.2.5,28 Aug 2013,10327,2516,9.2%,12.7%,186,35.4,3.9,1049,149,1,8,115,31,13,1576,6073,A,3d 4h,0.5%
npm,v0.2.4,15 Oct 2010,4697,2025,8.0%,0.0%,3467,30.2,6.0,406,0,0,53,3382,15,6,650,2977,C,74d,25.4%
npm,v1.1.33,28 Jun 2012,7235,3186,8.9%,0.6%,5014,39.3,6.6,703,2,0,25,4969,16,17,914,4423,C,110d,24.4%
mocha,0.4.0,14 Dec 2011,3529,968,20.2%,70.6%,684,16.4,3.8,892,51,0,0,644,34,10,648,2235,A,17d,8.0%
mocha,1.0.1,04 Apr 2012,5238,1501,20.5%,72.5%,1026,19.5,4.1,1354,71,0,0,975,47,13,945,3354,A,28d,8.6%
coffeescript,0.7.1,11 Jul 2010,5129,3259,0.7%,1.1%,1240,60.4,9.1,37,2,0,0,1189,51,3,1005,6430,B,36d,11.4%
mocha,1.21.5,11 Oct 2014,8686,2781,18.9%,71.4%,1665,27.3,4.9,2018,98,0,0,1593,66,20,1523,5841,A,49d,9.2%
q,v0.1.2,28 Oct 2010,470,124,17.0%,0.0%,224,24.8,3.2,96,0,0,13,205,1,2,81,278,B,4d 6h,16.3%
q,v0.1.0,16 Sep 2010,188,64,33.6%,0.0%,17,64.0,4.5,95,0,0,0,15,1,1,35,113,A,3h 1min,3.2%
bower,v1.0.0-rc.3,20 Jul 2013,8836,2088,8.6%,11.7%,148,33.1,3.8,836,110,0,7,93,18,14,1387,5220,A,2d 4h,0.5%
npm,v0.2.12,08 Dec 2010,6372,2796,8.1%,0.0%,4729,33.3,6.2,562,0,0,69,4612,29,8,856,4024,C,102d,25.7%
bower,v0.3.2,04 Nov 2012,1708,660,10.1%,0.0%,248,18.9,4.4,192,0,0,0,241,6,11,307,1306,A,6d 3h,6.1%
bower,v0.8.3,27 Feb 2013,4186,1528,10.5%,5.8%,648,28.3,4.8,492,17,0,0,624,18,15,719,3075,B,26d,10.1%
ember.js,v1.10.0-beta.1,10 Dec 2014,66274,14429,20.9%,7.0%,2498,23.1,2.2,17480,396,10,0,2022,395,117,9255,39650,A,77d,1.9%
coffeescript,1.3.3,15 May 2012,6559,4592,1.4%,0.0%,2373,85.0,17.7,92,0,0,0,2316,57,3,1057,6531,B,54d,13.2%
q,v0.9.7,04 Sep 2013,6576,2150,14.7%,10.1%,371,107.5,3.4,1137,40,0,1,313,40,6,1362,4063,A,11d,2.8%
ember.js,v1.9.0-alpha,19 Oct 2014,60704,13497,20.1%,6.1%,2488,25.8,2.2,15275,336,10,0,2023,390,101,8735,36840,A,75d,2.0%
mocha,0.0.1-alpha2,14 Nov 2011,1193,312,19.2%,0.0%,237,8.9,2.7,284,0,0,0,233,2,6,229,706,A,5d 7h,8.0%
npm,v2.1.6,24 Oct 2014,14533,4940,6.0%,5.4%,9652,23.6,5.4,920,69,0,18,9588,41,36,1828,9094,C,210d,23.2%
request,v2.40.0,06 Aug 2014,3956,1093,5.4%,8.5%,2044,21.9,4.2,228,22,3,0,2011,29,4,404,2494,B,48d,19.4%
ember.js,v0.9.7.1,19 Apr 2012,43639,13614,24.0%,39.0%,4190,46.6,5.0,13810,331,0,1,3447,705,63,5331,27351,A,145d,5.3%
mocha,1.8.0,08 Jan 2013,6740,2048,20.2%,74.0%,1424,25.6,4.6,1707,79,0,0,1367,53,13,1165,4470,A,41d,9.8%
mocha,0.3.3,08 Dec 2011,3129,850,20.5%,61.1%,646,15.7,3.2,808,55,0,0,612,30,10,598,1969,A,15d,8.0%
npm,v1.1.10,19 Mar 2012,9310,4340,9.9%,0.0%,6828,46.2,6.9,1027,0,0,55,6739,28,13,1176,5918,C,149d,25.7%
q,v0.9.6,11 Jun 2013,6350,2405,14.6%,10.5%,722,126.6,3.6,1083,40,0,1,681,26,5,1459,4232,A,18d,4.6%
coffeescript,1.3.2,14 May 2012,6540,4585,1.4%,0.0%,2374,84.9,17.6,92,0,0,0,2317,57,3,1058,6515,B,54d,13.3%
npm,v1.1.20,02 May 2012,8808,4017,8.9%,0.0%,6322,44.1,6.9,863,0,0,54,6243,21,13,1090,5521,C,138d,25.2%
mocha,0.0.1-alpha3,15 Nov 2011,1214,319,19.1%,0.0%,240,8.9,2.7,287,0,0,0,237,2,6,233,719,A,6d 1h,8.1%
mocha,1.14.0,02 Nov 2013,7188,2233,20.2%,73.8%,1389,24.8,4.7,1816,89,0,0,1330,55,18,1220,4793,A,43d,9.6%
npm,v1.1.43,17 Jul 2012,7205,3158,8.8%,0.6%,5027,39.5,6.6,698,2,0,25,4982,17,17,908,4423,C,110d,24.5%
q,v1.0.1,10 Mar 2014,6547,2138,14.8%,10.1%,370,106.9,3.3,1139,40,0,1,312,40,6,1360,4050,A,11d,2.9%
npm,v0.2.12-1,09 Dec 2010,6372,2796,8.1%,0.0%,4729,33.3,6.2,562,0,0,69,4612,29,8,856,4024,C,102d,25.7%
coffeescript,0.9.1,11 Aug 2010,5314,3397,0.7%,1.7%,1327,65.3,9.3,35,4,0,0,1278,49,3,1011,6708,B,38d,11.6%
bower,v1.4.0,30 Mar 2015,15802,3646,8.3%,18.8%,412,34.7,3.7,1439,238,7,117,226,44,17,2454,8641,A,9d 1h,0.9%
npm,v0.1.22,31 Jul 2010,3113,1400,8.2%,0.0%,2396,25.9,6.7,279,0,0,46,2327,12,6,396,2027,C,56d,29.2%
coffeescript,0.9.0,04 Aug 2010,5294,3442,0.7%,1.1%,1338,66.2,9.7,35,2,0,0,1282,56,3,983,6719,B,39d,12.0%
q,v1.0.0,04 Jan 2014,6575,2149,14.7%,10.1%,371,107.5,3.4,1136,40,0,1,313,40,6,1362,4063,A,11d,2.8%
npm,v1.2.13,03 Mar 2013,7378,3330,9.6%,0.0%,5370,38.7,6.8,786,0,0,22,5323,22,20,955,4755,C,118d,25.7%
q,v0.1.4,02 Nov 2010,466,123,17.4%,0.0%,224,24.6,3.1,98,0,0,13,205,1,2,81,276,B,4d 6h,16.4%
bower,v0.3.1,31 Oct 2012,1705,657,10.1%,1.4%,248,19.3,4.4,192,2,0,0,241,6,10,307,1304,A,6d 4h,6.2%
coffeescript,0.7.2,12 Jul 2010,5129,3259,0.7%,1.1%,1241,60.4,9.1,37,2,0,0,1190,51,3,1005,6430,B,36d,11.4%
request,v2.41.0,04 Sep 2014,4205,1109,5.6%,8.0%,2107,21.7,4.1,250,22,3,0,2078,25,4,428,2591,B,49d,18.7%
less.js,v1.5.0-b2,09 Sep 2013,81172,58926,11.6%,94.5%,36109,487.0,10.0,10639,6067,0,1,34357,1707,8,16237,66476,B,958d,18.9%
bower,v1.0.0,23 Jul 2013,9044,2146,8.7%,12.4%,151,33.5,3.7,863,112,0,7,93,18,14,1419,5324,A,2d 4h,0.4%
bower,v0.4.0,12 Nov 2012,1839,728,9.5%,3.0%,280,20.8,4.7,194,5,0,0,273,6,11,338,1415,A,7d 2h,6.4%
mocha,1.19.0,17 May 2014,8047,2548,19.6%,70.8%,1576,26.8,4.8,1965,102,0,0,1514,58,18,1421,5394,A,47d,9.5%
request,v2.17.0,22 Apr 2013,3005,830,4.8%,7.5%,1616,25.2,4.2,151,18,0,0,1597,18,3,290,1891,B,37d,19.8%
bower,v1.0.0-rc.4,21 Jul 2013,8900,2114,8.7%,11.6%,151,33.0,3.7,844,110,0,7,93,20,14,1402,5259,A,2d 4h,0.5%
mocha,1.18.1,18 Mar 2014,8006,2537,19.7%,73.0%,1566,26.7,4.8,1965,100,0,0,1504,58,18,1408,5367,A,47d,9.5%
q,v0.1.1,27 Oct 2010,470,124,17.0%,0.0%,224,24.8,3.2,96,0,0,13,205,1,2,81,278,B,4d 6h,16.3%
ember.js,v1.8.0-beta.3,27 Sep 2014,60044,13352,20.8%,5.9%,2667,26.3,2.2,15794,329,8,0,2202,388,97,8641,36507,A,81d,2.2%
bower,v0.5.0,19 Nov 2012,2241,899,12.6%,2.4%,473,24.3,4.9,322,5,0,0,463,7,12,404,1786,B,20d,14.8%
npm,v2.7.4,20 Mar 2015,19837,5918,5.1%,11.1%,12610,22.5,4.8,1060,136,0,18,12535,49,34,2469,12004,C,273d,22.1%
mocha,0.5.0,15 Dec 2011,3597,986,20.0%,70.8%,691,16.4,3.8,901,53,0,0,650,35,10,664,2281,A,17d,7.9%
npm,v1.0.14,21 Jun 2011,8014,3828,10.1%,0.2%,6196,40.7,6.9,896,2,0,57,6106,26,9,1041,5263,C,136d,27.2%
mocha,2.0.0,21 Oct 2014,8698,2786,18.9%,70.9%,1653,27.3,4.9,2023,104,0,0,1582,65,20,1526,5850,A,49d,9.2%
request,v1.2.0,30 Jan 2011,312,112,3.7%,0.0%,117,28.0,6.5,12,0,0,0,115,2,2,24,214,B,2d 4h,13.0%
bower,v0.8.5,04 Mar 2013,4230,1541,10.4%,6.2%,649,28.5,4.8,490,19,0,0,625,18,15,726,3104,B,26d,10.0%
q,v2.0.0,19 Mar 2014,4290,1291,13.4%,14.9%,329,56.1,3.1,663,34,1,4,262,22,4,936,2516,A,9d 4h,3.5%
mocha,1.4.1,28 Aug 2012,6036,1734,20.4%,75.3%,1231,21.9,4.2,1547,77,0,0,1177,48,13,1063,3945,A,34d,9.2%
coffeescript,0.9.2,23 Aug 2010,5415,3485,0.6%,0.5%,1433,67.0,9.6,35,2,0,0,1380,53,3,1012,6850,B,41d,12.2%
q,v0.1.5,04 Nov 2010,452,117,18.1%,0.0%,216,23.4,3.2,100,0,0,13,197,1,2,75,268,B,4d 4h,16.3%
npm,v1.1.11,22 Mar 2012,9321,4342,10.0%,0.0%,6832,46.2,7.0,1037,0,0,55,6743,28,13,1175,5926,C,149d,25.7%
q,v0.1.6,17 Nov 2010,563,207,19.7%,0.0%,283,25.9,3.4,138,0,0,13,264,1,3,129,463,B,6d 1h,17.5%
npm,v1.1.60,09 Sep 2012,6946,3113,9.2%,0.6%,5006,38.4,6.7,704,2,0,23,4961,19,18,906,4433,C,110d,25.3%
node-mysql,v2.1.0,20 Feb 2014,6329,1474,4.2%,2.7%,614,10.8,2.7,278,9,20,0,541,50,13,666,4793,A,20d,5.2%
npm,v1.2.14,09 Mar 2013,7386,3336,9.6%,0.0%,5373,38.8,6.8,786,0,0,22,5326,22,20,957,4758,C,118d,25.7%
bower,v1.3.8,11 Jul 2014,12763,3059,8.8%,19.6%,246,36.0,3.9,1235,218,3,10,158,42,15,1942,7327,A,4d 7h,0.6%
npm,v1.0.25,14 Aug 2011,7812,3751,10.4%,0.0%,6022,43.6,7.0,911,0,0,54,5940,22,9,1028,5102,C,131d,26.9%
ember.js,v1.9.0-beta.4,29 Nov 2014,61884,13657,20.2%,6.3%,2436,25.9,2.2,15681,354,11,0,1969,395,100,8910,37398,A,74d,1.9%
npm,v1.4.22,31 Jul 2014,10876,4116,6.8%,4.8%,7431,26.2,5.6,799,47,1,20,7368,39,31,1437,6902,C,163d,24.0%
npm,v1.3.0,20 Jun 2013,7450,3299,9.3%,0.0%,5377,39.7,6.7,761,0,0,20,5327,28,20,969,4779,C,118d,25.4%
npm,v1.0.26,17 Aug 2011,7847,3769,10.6%,0.0%,6045,43.8,7.0,927,0,0,54,5963,22,9,1034,5125,C,131d,26.9%
npm,v1.1.0-3,26 Jan 2012,8914,4192,9.9%,0.0%,6594,45.6,6.9,977,0,0,57,6501,29,10,1150,5669,C,143d,25.8%
node-mysql,v0.7.0,14 Oct 2010,3488,672,2.7%,0.0%,417,20.4,3.3,96,0,1,0,401,13,7,338,2666,B,23d,11.0%
npm,v1.1.0-2,16 Jan 2012,8912,4191,9.9%,0.0%,6590,45.6,6.9,977,0,0,57,6497,29,10,1150,5667,C,143d,25.8%
node-mysql,v0.9.0,04 Jan 2011,3598,701,4.2%,0.0%,424,19.5,3.3,159,0,1,0,408,13,8,347,2741,B,24d,10.9%
